,Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
0,0,fe6af137-ded6-4458-88d2-fc9c9b4db56f,맥시,https://play-lh.googleusercontent.com/a/ACg8ocKG8om0pLKIcKkiN_lAIHb83vm0Y3CdmgxWzEsUhWINCA=mo,백그라운드에서 상주하고 배터리를 많이 잡아먹는거 같은데 이거 맞나요. 분명 껐는데도 살아있습니다. 백그라운드 오디오 설정 켜진채면 완전히 꺼도 살아있는거 같네요. 네이버게임 고객센터에도 오류신고 보내놓은 상태구요. 치지직 어플 자체적인 문제 같습니다. 조속한 확인 픽스 부탁드립니다.,1,27,2.3.1,2024-03-11 02:03:43,,,2.3.1
1,1,2df80bff-56a3-4b42-a44e-996129cc1f35,다인,https://play-lh.googleusercontent.com/a/ACg8ocKs-ayg9Ms2KG9ML72GVJIGZfAw3tNn9hFc1InA-f9H=mo,"사용한지 얼마안되서 그런지 모르겠지만 서비스 자체는 👍👍👍입니다. 근데 데이터, 와이파이 환경이 좋아도 자주 버퍼링 걸리고 화질도 약간 딸리는 부분이 있습니다. 또한 닉네임 뺏는것에서 사용자분들이 불편을 느끼는듯 합니다. 이 정도네요. 방송플렛폼 서비스는 잘 구성돼있으나 이러한 단점들은 수정 해주셨으면 합니다.",4,105,2.3.0,2024-02-26 09:46:59,,,2.3.0
2,2,b46853e4-4e45-45e4-b66c-d5cabf1ab705,김상훈,https://play-lh.googleusercontent.com/a-/ALV-UjVSOKshC-V810zSF7wcVYECPfNLDYK_rIaF4Az_P5LT1Y0,"안녕하세요, 치지직 사용자입니다. 아직 베타이지만 기능이 풍부하고 화질과 프레임도 좋아서 만족하고 있습니다! 다만 이 기능이 있었으면 좋겠습니다. 1. 화질 선택란에 프레임 표시(예: 1080 30p/60p) 2. 앱 사용 중에만(백그라운드 아닌) pip모드 사용 옵션 3. 모바일에서 가로모드 지원 고려해 주신다면 감사하겠습니다.",5,11,2.3.1,2024-03-10 11:21:55,,,2.3.1
3,3,c03c767d-7269-435e-8f39-3091369e9236,모찌짱,https://play-lh.googleusercontent.com/a-/ALV-UjU32SWaYAYqvdrGTgxLnDNZvzz60NwF5yFaWUPdeHQauw,버그 또는 치지직 기능에 대해 불만을 가지시거나 불편함을 겪으시는 분들에 비해 트위치처럼 편히 이용하고는 있었습니다만 생방송 보는 중에도 시청중인 생방송 다시보기 기능 만들어 주시면 좋을것같아요 찾아보니까 없어서 아쉬워 하시는 분들 많으신것같은데.. 생방송 시청중 해당 생방송을 다시보는 기능 만들어주세요 몇분 전을 보고싶으면 하루 정도 기다려서 볼수밖에없어서 너무 아쉽습니다.. 이 이외에는 너무 잘 사용하고있어서 별 5개! 특히 e스포츠 다시볼수있는게 좋은 것 같아요,5,9,2.3.1,2024-03-08 15:23:26,,,2.3.1
4,4,15bb12cc-532a-406c-bd34-e499b9ffb169,체스,https://play-lh.googleusercontent.com/a-/ALV-UjWb4gVMa3OzKrHBJ3hWXJMHC0RI6-nAggTVZjY6rAq0cNI,"모바일로 PIP모드 사용 시 치명적인 오류가 발생합니다. PIP 모드가 제대로 적용되지 않고, 기존 스트리밍 화면에서 채팅창 부분만 까맣게 변하고 스트리밍 화면이 그대로 멈추며, 모든 터치와 기능이 마비됩니다. 홈화면으로도 메뉴로도 넘어갈 수가 없어요.. 폰을 껐다 켜야지만 정상화되는데 바로 다시 PIP모드를 사용해도 같은 오류가 반복적으로 일어나요. 다 좋은데 이 부분 개선해주셨으면 좋겠습니다ㅠㅠ PIP모드 자주 사용하는 유저라서 불편함이 있습니다.",3,14,2.3.1,2024-03-06 17:03:24,,,2.3.1
5,5,e416b6ac-41f9-4366-928d-f556a1c5e9c7,정레오,https://play-lh.googleusercontent.com/a-/ALV-UjVgKoII3SbqtxJ6cBLl3bwg6GlWp7Ht1mxIdiQ1z1EnkWw,제발 버퍼링 걸리는 것만이라도 빠르게 고칩시다. 방송 보는 중 한 번이라도 버퍼링이 걸리면 그냥 최악입니다. 그런데 이런 버퍼링이 한 번이 아니라 생각보다 자주 걸립니다. 이용자의 인터넷 문제가 아닌 치지직 문제입니다. 방송 프레임 떨어지는 문제도 심합니다. 최소한 이것들은 고치세요. 시청에 큰 방해가 되는 요소들입니다.,2,196,2.3.0,2024-02-26 13:03:16,,,2.3.0
6,6,d7188657-e808-46ca-89de-bddd9103cfe0,티타임,https://play-lh.googleusercontent.com/a/ACg8ocL_FWdjVitf4W7bsWNx7Vwl9RpdU3pvPthqnnY7QDcnVA=mo,"폴드4 사용자 입니다. 톱니바퀴 누르면 설정창이 화면 아래쪽으로 아에 사라졌는지 나타나질 않네요.. 버그가 많아서야... 시청을 하는데 상당히 불편합니다. 채팅창 입력할때도 버그 투성이입니다. 최초 채팅시 규칙 준수해서~ 나오는 팝업멘트도 안나타나서 화면 회전하면 나오고, 키패드는 어디로 도망갔나요...",2,9,2.3.0,2024-02-28 14:38:45,,,2.3.0
7,7,be13728e-24c5-4f31-b613-9fe26122163f,gg12,https://play-lh.googleusercontent.com/a-/ALV-UjV-SPNL6YM0_6s4MbKHPJqpxiA-0NyeI3cwfUQckTMTsQ,업데이트를 하고 나서부터는 해상도를 바꾸고 싶어서 설정버튼을 눌러도 화면에 뜨지 않는 문제가 발생 했습니다. 지우고 다시 깔아도 로그아웃을 해봐도 그대로입니다. 저만의 문제일 수도 있지만 혹시 저와 같은 문제를 가지고 있는 분들도 있을 수 있으니 한 번 확인해 주시고 고쳐주시면 감사드리겠습니다.,4,7,2.3.0,2024-02-27 07:13:18,,,2.3.0
8,8,5e60b605-657e-4aaa-b9cd-e7142bb96aea,Sant a,https://play-lh.googleusercontent.com/a-/ALV-UjUCU3tE2T0pN57d_JZLebImL9RsdgTI08Hz_3h78UiyuQ,"2점을 준 이유는 다음과 같습니다 1. 방송중인 팔로잉채널들의 미리보기가 나오지않습니다. 추천채널은 보여주면서 유저들에게 가장 중요한 팔로잉채널은 왜 안보여주는지? 2. 시청을 원하는 채널로 들어갈 경우 너무 랙이 좀 걸립니다. 애초에 어플자체가 무겁다고 느껴지네요 3. 스트리밍 시청중 화면왼쪽의 밝기조절, 오른쪽의 소리조절은 부정적 경험만을 제공합니다. 처음에는 화면만지다 갑자기 소리가 안들려서 버그난줄 알았어요",2,12,2.3.0,2024-02-27 00:39:01,,,2.3.0
9,9,1efb9542-a7b2-432c-9f93-9e2a270162ac,HI HEIIO,https://play-lh.googleusercontent.com/a-/ALV-UjWICyQg-jDIEVoX9NnN779EA33sVARGOnEyuQlD-yyUsg,이용하면서 아쉬웠던 점 1. 방송 시청 중 다른 앱을 열거나 홈키를 입력했을 때 가끔씩 팝업모드로 바뀌지 않고 라디오 모드처럼 라디오만 들리는 경우가 있었습니다 2. 다시보기 영상이 방송이 끝나고 나서도 늦게 업로드 되는 것 같아서 아쉬웠어요 3. 방송 중에 시청자들이 남긴 채팅을 다시보기 영상으로는 볼 수가 없는 것 같아서 아쉬웠어요 4. 다시보기 영상의 길이가 12시간으로 제한되고 그 뒤의 방송은 잘리는 것이 아쉬웠어요 5. 다시보기 영상이 이전에 본 곳부터 이어보기가 안되는 것이 너무 불편하네요,4,252,2.3.0,2024-02-29 17:43:31,,,2.3.0
10,10,ac72c77c-1c38-44e7-b387-ae6ad07869a0,홍타,https://play-lh.googleusercontent.com/a/ACg8ocLqQOIj5iCrd8JIYiGofKyL3X6VLcqWOObs6ZALOA4mHg=mo,"추천 채널보다 팔로잉 채널을 자세히 보여주면 좋겠습니다. 달랑 프로필 사진만 있어서 앱에서는 방제도 못보고 뭘 플레이 중인지도 알 수 없어 매우 불편합니다. (업뎃후 내용추가)팔로잉 채널 전체보기를 누르지 않더라도, 이미 추천 채널에 공들이신것처럼, 메인화면에서 바로 팔로잉 채널 방송화면을 볼 수 있으면 좋겠습니다.",5,21,2.3.0,2024-02-26 10:10:28,,,2.3.0
11,11,cdabda25-dcbb-4cb6-a5c1-981702835fb1,스카이블루,https://play-lh.googleusercontent.com/a-/ALV-UjUoQT-hBQhCtBIvzX-_-y5--WLhq0qBGNFpe_IjJWSF4U4,"1. 영상에 들어가서 전체화면을 누르는게 아닌이상 모든 화면이(메인화면에서 조차)세로 고정인것이 특히 패드에서 불편 2. 패드에서 채팅창을 열고 닫으면 채팅이 위로 올라갑니다 3. 딜레이가 좀 심함 유툽보다 조금빠른정도 4. 추천채널이 상관도 없는것 추천합니다 5. 카테고리창이 너무 작고 추천영상이 카테고리보다 위에있고 추천영상, 추천채널, 모르는 처음보는 스트리머의 최근소식이 카테고리보다 더 큰것이 이해가 안됩니다 6. 자주 끊깁니다 7. 원하는 카테고리 고정이 있었으면 좋겠습니다 8. 추천채널쪽에 차라리 내가 팔로잉한 채널의 스트리밍 영상이 떴으면 좋겠습니다. 9. 패드로 볼때도 스트리밍 시간을 보여주셨으면 합니다. / 이건 단순 궁금증입니다만 패드에는 앱스토어에 들어서 봐도 업뎃이 안뜨는데 아직 업뎃을 안하신건가요 모바일은 카테고리업뎃을 했는데 패드는 아직 없어서요",4,58,2.3.0,2024-02-26 12:58:12,,,2.3.0
12,12,80f1df9f-d03c-4e48-a67a-6bc864cd5d18,z s,https://play-lh.googleusercontent.com/a/ACg8ocINErnqmOw3cDNJDvJ5pSvNWhRzEX3U_LdOsYpoXReD=mo,"1. 백그라운드 재생, pip재생때 간혈적으윢다른 작업 하다보면 꺼짐 (당연히 램 부족은 아님) 2. 펀치홀 카메라가 있는 경우 상태바 부분까지 화면을 확장시켜주는 설정이 있는데, 가로모드에서 채팅창을 켰다 꺼면 상태바 확장 부분 설정이 자꾸 꺼지는 효과가 발생함. 이거 두 개좀 고쳐주세요. 너무 불편합니다",3,17,2.3.1,2024-03-02 23:19:58,,,2.3.1
13,13,81e3eba0-01ba-4cf0-a152-2ab8fab6f317,햇님가면,https://play-lh.googleusercontent.com/a/ACg8ocKj8WX-tFkoCINXbV3TkDZ1-FyYPw05zRIIEFKb1bQV=mo,갤럭시 폴드4 사용 유저입니다 채팅칠 시 간헐적으로 커서가 입력창에서 벗어나 채팅 입력이 끊기는 일이 있습니다. 또한 처음 들어가는 방송에서 공지사항 팝업창이 뜨더라도 화면 아래에 묻혀있어 확인을 누를 수 없습니다. 설정창 또한 마찬가지로 열리지만 화면 어딘가에 가려져 조작을 할 수 없습니다. 화면 가로 세로 전환을 통해서 바꿔야만 보이니 불편합니다.,3,1,2.3.0,2024-02-27 02:23:11,,,2.3.0
14,14,ff146cf9-2930-4373-95c5-acd76ccbc5c5,손원진,https://play-lh.googleusercontent.com/a-/ALV-UjU93_D6mqlSew4PSk9DxHQij5lT8Skj31f7m1HUx4Hp6Zw,"유튜브급 재생 중 멀티태스킹 기능을 기대했는데 영 시원찮네요. 백그라운드 재생만 쓰려고 PIP를 끄면 재생 중에는 앱으로 할 수 있는 게 시청뿐이고, PIP를 켜면 백그라운드 전환에 절차가 늘어나고 해서 좀 아쉽습니다. 백그라운드로 넘어갈 때 끊김이 없는 것은 마음에 듭니다.",4,1,2.3.0,2024-02-28 09:31:20,,,2.3.0
15,15,d53fa7e3-ad05-480d-9373-f49f438cd423,최승환 (션),https://play-lh.googleusercontent.com/a-/ALV-UjW1hzQJtyHk4JolpT0BMvUiiZwgBiITRAhUA1Mi131A4jA,"영상 플레이어 왼쪽 사이드에 밝기조절, 오른쪽 사이드에 볼륨조절 사용경험이 안좋습니다. 위로 올리면 화면 회전하고 아래로 내리면 소형 플레이어로 전환되는 경험은 좋습니다. 그런데 첫줄에서 언급한 기능들이랑 겹쳐서 실수가 잦아요. 충분히 외부에서 조절가능한 기능이라 없어져도 될 것 같아요",4,283,2.0.3,2023-12-24 08:00:22,,,2.0.3
16,16,59cce8f7-28c5-48b6-953d-7fe308a95e4e,한용희,https://play-lh.googleusercontent.com/a/ACg8ocIByRzVh_QyQTwt6RbB7jeDP9nnnIxPmjnml9qh3OSD=mo,"저는 보통 태블릿으로 블루투스 키보드를 연결해서 사용 하는데, 치지직은 예전에 카톡처럼 엔터가 사용 안되는 문제가 있습니다. 채팅을 치고 매번 전송키를 터치해주고 다시 채팅창을 터치하고 키보드로 내용을 쓰고 전송 터치 반복인데요. 카카오톡은 설정에 엔터로 메시지 전송 기능이 있는데 꼭 추가해주셨으면 좋겠습니다. 오죽하면 이거때문에 치지직을 안 키는 경우가 생기네요. 그래도 잘 보고 있기에 5점 드립니다.",5,93,2.2.3,2024-02-24 13:05:43,,,2.2.3
17,17,d7a076aa-f292-4e10-9e58-78af0ed22955,밀키웨이맛쿠키,https://play-lh.googleusercontent.com/a-/ALV-UjVbBI8FxNY2VJQ-IGxet15yKAs2FltKnK7hx97gQWZa5-Y,화질도 좋고 괜찮아요. 근데 개선해주셨으면 하는게 몇가지 있는데 첫째로 모바일 채팅창 애니메이션으로 올라가는거 알아보기 힘들어요. 스르륵 올라가는거 좀 바꿔주시면 감사하겠습니다. 그리고 두번째로 방송화면 왼쪽내리면 화면밝기 조정되고 오른쪽 내리면 소리 조정되는거 선택으로 가능하게 되면 좋을 것 같아요. 작은모드로 보려고 내릴때 마다 밝기가 내려가거나 소리가 내려가서 불편해요. 선택사항으로 해서 원한다면 화면 왼쪽이나 오른쪽 내려도 밝기나 소리 조정 안되도록 바뀌면 좋겠습니다!,5,442,2.1.0,2024-01-06 06:02:12,,,2.1.0
18,18,ce54076f-aaa7-424a-8729-390699db3404,유지현,https://play-lh.googleusercontent.com/a/ACg8ocLNs2MGMvMNbknwDnHzgnHFIo4YYzGqezicmPvl8ke-=mo,"우선 대회를 앞두고 좋은 화질로 볼 수 있는 환경을 제공 해준다는 사실에 감사드립니다. 종료되는 플랫폼 이후의 상황이 좀 불편했는데 여러모로 열린 운영으로 베타임에도 불구하고 친근하고 편안한 분위기라 만족스럽습니다. 불만보다는 없었던것, 그리고 익숙한 것들이 눈에 들어와서 편안항 마음으로 시청중이지만 그럼에도 몇가지 신경쓰이는 게 있어서 써봅니다. 1. 방송화면을 클릭하여 내릴 시에 조명 혹은 소리가 조정되는 부분이 조금 불편합니다. 이 부분은 기존 네이버 영상도 동일한 기능임은 알고 있습니다만 해당 기능의 접촉면적이 조금 줄어 든다거나 하는 방향이면 좋을거 같습니다. 그 기능을 사용하려는 사람들이 명확한 의도로만 사용할 수 있을 정도면 서로가 만족하지 않을까요. 2. 채팅 작성시 보내기가 줄 변경인 건 아쉬운 부분입니다. 채팅 완성을 하기위해선 키패드가 아닌 화면상에서 클릭을 해야하는 부분이라 같은 결과값을 위해 두번 클릭 해야하는 상황은 다소 불편하네요.",5,87,2.0.3,2023-12-28 06:59:37,,,2.0.3
19,19,c870dd9a-bbe9-4801-96de-0cbf7399baef,흰쥐,https://play-lh.googleusercontent.com/a-/ALV-UjWfgzDdF846MwDC1PVQR_mSC0_AnfBQH2ZKOJ2R8NV1UOg,치지직으로 방송을 시청할 때 팝업으로 전환하면 배경화면이 이상해지고 핸드폰 뒤로가기 버튼 줄에 있는 햄버거버튼이 일행이 안됩니다. 앱을 끄고서도 햄버거 버튼이 안돼서 모두 닫기 못하고 재부팅했어요. 나온지 얼마 안된 신생 앱이니까 고쳐지면 좋겠다는 마음으로 사실대로 리뷰합니다...,2,44,2.2.3,2024-02-19 13:45:36,,,2.2.3
20,20,8009b58c-9995-492e-8c07-cfb57bb56f96,RwbyRose,https://play-lh.googleusercontent.com/a-/ALV-UjViOHqGSmBujknTrqRpa3AmUi-W1eD99VdZIOaeOgojTjc,"정말 필요했던 가능들 다 들어간거 같아요. 하지만 문제 점도 많이 있네요 1. 딜레이가 유튜브보다 약간 빠름 2.이번 구독시스템 들어가면서 모바일로 채팅을 치려하거나 화질을 변경하기위해 설정창을 누르면, 되는게 없음 어느 방송은 되고 어느 방송은 안되고 최적화가 아직 많이 부적한듯함 3.트위치 아프리카티비 유튜브에서는 채팅 및 다른 기능 다되는데 치지직은 안됨 4. 참고는 있으나 위 장애가 지속되면 삭제할듯 5.안드로이드15/노트20울트라",1,27,2.3.0,2024-02-29 04:36:17,,,2.3.0
21,21,5dae7fc8-71ae-4b04-8398-3c7091ab2e11,유리냄비,https://play-lh.googleusercontent.com/a-/ALV-UjXToHfchuhkWOXuGNtMGVP6UNPkHwsdQaxp86sVBcf56gg,"치지직 베타 시작부터 이용한 어플. 솔직히 초반에는 채팅 스크롤 가독성, 30fps, 같은 이슈가 있었지만 해결되었음. 하지만 아직까지 화이트모드의 부재, 구독 시스템(추후에 추가한다고 알림), 팔로우 스트리머 리스트를 프로필사진으로만 표시하는 불편함, 클립의 부재 등 아직 해결해야하는 과제가 많지만, 아직 베타이고 꾸준히 업데이트를 하고 계시니 개인적으론 만족. 특히, 유튜브 프리미엄처럼 백그라운드 재생은 스트리밍을 라디오처럼 틀어놓는게 가능해서 너무 잘 사용하고 있습니다.",5,134,2.0.4,2023-12-30 16:57:02,,,2.0.4
22,22,31924394-9a93-4f79-bd0d-35e6e8093eed,글사람,https://play-lh.googleusercontent.com/a-/ALV-UjXNRE6Fm4-8O2sosIQG6YXobGY4QsfIrX5gw7x3LMCpnA,모바일 UI가 개선 되어서 내가 팔로우 한 채널을 직관적으로 볼 수 있게 되었으면 좋겠습니다. 그리고 방송화면 좌우 터치시 밝기와 음향 조정은 설정버튼 눌러서 들어가 조절 가능한 방식으로 변경 되었으면 합니다. 자꾸 잘못 터치되는 경우가 있네요. UI개편을 좀더 직관적이게 변화 시키면 더 좋을거 같아요.,4,75,2.0.2,2023-12-23 08:15:40,,,2.0.2
23,23,0feb3e01-d2dc-4780-ba77-2e846e534f02,泉麻友,https://play-lh.googleusercontent.com/a/ACg8ocJCZ5LCt0ad6GGtIYbtR6J5dQ5LBnemjdFUT_3TJxJs=mo,"팔로잉 채널 칸에서 라이브 썸네일이 뜨면 좋겠어요. 무슨 겜 중인지 하나하나 들어가 보는 거 너무 불편합니다! 다시보기가 보던 부분 부터 재생되지 않는 점, 방송종료 후에 바로 다시보기를 볼 수 없는 점도 너무 불편합니다. 라이브 중에 다시보기가 뜨지 않다 보니, 놓친 구간을 바로 돌려볼 수 없는 것 또한 많이 아쉽습니다. 모든 게 똑같을 순 없겠지만, 청자들에게 중요한 기능들이라 추가된다면 좋겠습니다.",3,177,2.0.4,2023-12-30 11:34:57,,,2.0.4
24,24,f4932747-0f1e-4e02-81b8-105f188504ae,미르,https://play-lh.googleusercontent.com/a-/ALV-UjUtUXqwPqaD3PlyZ1TAe4nq04OcFr1fWLAfTrLE0SFYn4U,피드백 남겨놓고 갑니다 1. 스트리머가 뭘 하고 있는지 카테고리가 필요하다고 느껴집니다. 2. 모바일 환경에선 내가 팔로우 하고 있는 방송인을 보고 싶어도 바로 볼 수가 없고 팔로우 모음을 들어가더라도 내가 원하는 스트리머를 바로 찾기가 어렵습니다. 3. 아직 베타라 다들 납득하는 분위기지만 버퍼링과 화면 끊김 이슈는 시급히 해결할 필요가 있어 보입니다. 4. 네이버 게임 라운지랑 같이 돌아가는 방송 시스템을 만든것 같지만 오히려 방송때문에 찾아온 사람들에겐 이걸 왜 붙여논건지 모를정도로 너무 따로 노는 시스템입니다. 5. 모바일 화면 양쪽에 밝기조절과 소리 조절 기능을 넣어둔건 오히려 불편함만 주는 시스템이니 없에주면 좋겠습니다. 6. 방송 화면을 내리면 pip 화면으로 바뀌고 가끔 방송 리스트로도 안돌아가지며 핸드폰 바탕화면으로 나가지는 현상이 있습니다 트위치나 유튜브처럼 작은 화면으로 내려지는 기능으로 변경하면 좋을것 같습니다,5,141,2.0.1,2023-12-21 01:05:28,,,2.0.1
25,25,208dace7-30c1-495f-be0b-85c3deb618bc,송지수,https://play-lh.googleusercontent.com/a-/ALV-UjVpLzQ40KLE5TexdrYhjMyMNJn7gtZKywOzXV_2aR-wefA,"생각보다 깔끔하고 나쁘지 않은거같아요. 다만 베타 테스트라 그런지 살짝 개선 되어야할 부분이 조금 보이긴 하네요.. 방송 볼때 좌 우 드래그하면 화면밝기, 볼륨조절 이부분을 온/오프 형식으로 바꾸면 괜찮을것 같습니다..! 그리고 모바일 채팅창에서 닉네임 구분을 좀 더 쉽게 바꾸면 좋을거같습니다 !",5,18,2.0.3,2023-12-29 11:47:04,,,2.0.3
26,26,6dbf96b2-ed1b-4243-a502-e89e86280db3,yeji kim,https://play-lh.googleusercontent.com/a-/ALV-UjUCfFoe9pHhF73bYWn1dlsi4xQKPCWPTjN8063uAdM8Nbs,"화질이 좋아진것과 화면을 꺼도 소리가 계속들리는 점은 좋은데, 팔로우한 채널이 뭘 하는지 모르겠고 오직 방송이 켜져있다는 사실만 확인가능해서 불편합니다. 반대로 추천채널은 뭘하는지 방송제목이랑 화면도 볼수 있는데 관심이 생기기는 커녕 귀찮기만 합니다. 딱히 생방송 이외의 컨텐츠는 바라지도 않는데 괜히 웹툰은 왜 넣은지 모르겠습니다. 그리고 pip모드 끄는 방법이 불편합니다. 앱내에서 pip모드후 뒤로가기해서 앱닫을때는 pip모드도 같이 꺼졌으면 합니다",3,274,2.2.0,2024-01-29 17:35:32,,,2.2.0
27,27,486ae0ea-9e40-4b4b-b76b-6c512a77cb5e,에르비,https://play-lh.googleusercontent.com/a-/ALV-UjVG9_PZK3eN9I-FilwO-Gsi0bV1jzJJz8zhEGiTp_uTFMk,"업데이트 지속적으로 해주시고, 실시간으로 수정하시는게 보여서 응원하고 있습니당 다만, 모바일 앱에서 팔로우한 채널보다 추천 채널이 위에 있는건 불편합니다.. 개인적으로 팔로우한 채널이 먼저 뜬다면 훨씬 더 좋을 것 같아요! 앞으로도 좋은 모습과 발전 기대하겠습니다 홧팅! + 옹 수정되었네용. 좋네용 ㅎㅎ",5,37,2.0.4,2023-12-29 15:02:39,,,2.0.4
28,28,7b4e7259-4097-4a8d-bc47-6fab48f3c9f0,장민준,https://play-lh.googleusercontent.com/a-/ALV-UjVoXu9NLjLvxspmfhKdhfw_SkWz_eku00y7VL0ur-aTxW8,"화질 너무 좋고 출시한지 얼마 안된 플랫폼치고는 정말 깔끔하게 잘 쓰고 있는데요, 한가지 아쉬운 점은 저만 그런건진 모르겠는데 태블릿이나 휴대폰에 헤드셋이나 이어폰을 블루투스로 연결했을때는 방송이 자주 끊깁니다. 그냥 볼땐 괜찮았는데 연결하면 자꾸 그러네요. 혹시 이 문제도 개선해주시면 사용하는데에 훨씬 편리해 질 것 같습니다!",4,9,2.1.0,2024-01-10 15:01:49,,,2.1.0
29,29,caf739ef-0f81-457c-936e-4a1155495aad,알로에,https://play-lh.googleusercontent.com/a-/ALV-UjU8PxFsRvYBfTIymv1v1IGNp1xNVauDmf9NDGViD_mBaas,"모바일로 보면서 방송화면을 pip모드로 보는편인데, 베타여서 뭐라고 못하겠는데 정식오픈이 될때도 이러지 않았으면 합니다. 어느 방송을 눌러서 영상이나 방송화면이 띄워지면 손으로 아래를 향해 슬라이드해서 창을 끄는데 축소화면도 아니고 강제로 pip모드로 전환되서 여기서 띄운 x표시를 눌러야 꺼지는게 정상인데, 띄워진 아무 버튼을 터치해도 인식을 안해요. 내 폰이 문젠가 싶었는데 pip창을 꾹 눌러서 끌어지는건 되더라구요. 이거 갤럭시폰 좌측하단 앱탭으로 강제로 꺼도 그대로 창이 안 사라져요. 이거는 좀 고쳐줬으면 합니다. 방송보려고 한 5번 볼때 3번은 이런 상황이 생김.",3,57,2.1.1,2024-01-19 04:47:15,,,2.1.1
