,Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
30,30,ba0f3e02-ff60-4880-b49c-ee98a0eea896,유성재,https://play-lh.googleusercontent.com/a/ACg8ocKt3FXu0wQzmdThxLF1E8IbbZRYFCE2umMPT40MslaH=mo,"방송 퀄리티는 괜찮은것 같은데 UI가 좀 아쉽습니다. 팔로잉 채널을 맨 위로 바꿔준건 좋은데 내가 팔로잉 해 놓은 채널들이 현재 무슨 게임 방송을 하고있는지, 방송 제목은 뭔지, 얼마나 많은 시청자가 보고있는지 등을 알 수 없고 오히려 내가 팔로잉 안해놓은 채널이 추천채널로 자세한 정보가 나오고 있는데 너무 불편한 것 같습니다. 그리고 방송하고 있는 게임 종류별로 방송을 찾아볼 수 있는 기능이 있으면 좋을 것 같습니다. + 화면을 전체화면으로 보다가 뒤로가기를 누르면 pip모드로 내려가는데 이때 다시 확대버튼을 누르면 일반화면이 아닌 다시 전체화면으로 바뀌는데 이것도 불편한 것 같습니다. 뒤로가기를 눌렀을 때 일반 화면으로 바뀌거나 pip > 일반화면이 되는게 자연스러운 것 같습니다. 또 핸드폰 자체에 화면 밝기 조절과 음향 조절 기능이 있는데 왜 어플 자체에 또 화면 밝기 조절과 음향 조절 기능이 있는지 이해되지 않고 불편하기만 한 것 같습니다",3,91,2.1.1,2024-01-23 11:26:05,,,2.1.1
31,31,b68d86b9-e4c6-43b0-bb1a-01375ba13503,Fundlaser,https://play-lh.googleusercontent.com/a-/ALV-UjXGxz5dOTgmM2-R2h1wOaE2nyay0-2ntNqAhQp85D3Yf1I,"개발로 바쁘심에 수고하십니다. 추후, 가능하다면 19인증한 사용자는 [19연령제한방송의 섬네일]이 [19마크]가 아닌 [방송화면]이 보이는 설정이 있으면 좋겠습니다. 게임관련 19제한도 걸려있는 경우들이 많은데, 들어가기 전엔 [어떤걸 하고 있는지]를 목록에서 섬네일로 미리 확인하고 싶습니다.",5,416,2.2.3,2024-02-11 12:55:59,,,2.2.3
32,32,491d05d2-a9d2-464c-bb00-dad85992c06f,YoungHan Park (soundHolic),https://play-lh.googleusercontent.com/a-/ALV-UjUP9pYkX6uQkZy4fj-2lU6_p2r4sPonfLBuHgFd_ctwpoM,개선은 되겠지만 모바일에서는 문제가 좀많아보입니다. 노트20 울트라 사용중인데 팝업으로 실행시 제일위에 있는 방송을 제외한 어떤 버튼도 눌리지 않아요. 스크롤도 되지않습니다..호환성의 문제인지 다른폰은 어떤지 궁금하긴 하네요. 화질도 중요하고 중요한부분은 많겠지만 모바일에서의 편의성 개선은 많은 노력이 필요해보입니다..,3,38,2.0.1,2023-12-19 23:37:38,,,2.0.1
33,33,ca4db04b-1a63-4f92-9f68-3e797fb77879,Seungguk Ahn (KOR_APUcard),https://play-lh.googleusercontent.com/a-/ALV-UjV26vznLax1WU2zNjyZbBDYtLqu29poniPkah3vqvAisgs,태블릿은 호환이 안되는지 스마트폰이랑 데스크탑은 렉이 안걸리고 로딩 잘 되는데 태블릿만 채팅 딜레이도 엄청 느리고 딜레이 해결하려고 앱 껐다 다시 켜서 방송 보려고하면 아예 로딩이 안되고 무한 연결 시도(무한 로딩) 합니다. 아직 모든 안드로이드 버전에 대한 호환성이 부족한건지 최적화가 덜된 탓인지 뭣 때문인지는 몰라도 하루 빨리 고쳐졌으면 좋겠습니다. 제 태블릿이 좀 낡긴 했지만 그래도 트위치 720p는 잘만 돌아가거든요.,2,8,2.0.1,2023-12-20 12:13:48,,,2.0.1
34,34,b6c1ff4a-b6e3-42a6-bbbc-6d00f1923761,고시생D,https://play-lh.googleusercontent.com/a-/ALV-UjW4eeUIrOR5ZbBQYy9FLXSIvePRtHUHYTV7kah_7gkShQ,업뎃 이후로 채팅도 안쳐지고 설정 안에 세부 설정도 안됩니다. (화질설정 같은 것들) 채팅이나 설정창 누르면 아무 반응 없고 그냥 투명한 회색창만 생겨서 아무것도 못해요. 여러 번 깔았다 지워보고 안드로이드 업뎃해봐도 안되고.. 벌써 이틀 째인데 해결 안해주시나요????? 심지어 피드백이나 공지도 없어서 실망이네요,1,9,2.3.0,2024-02-27 17:21:45,"안녕하세요. 치지직 안드로이드 개발팀 입니다.
현재 테스터분들의 참여로 원인이 파악되었으며 곧 수정 될 예정입니다.
소중한 의견 감사합니다.",2024-02-28 07:48:27,2.3.0
35,35,94c1ce23-e44c-4b3f-9072-b57e4d53f34b,여우,https://play-lh.googleusercontent.com/a-/ALV-UjVMEraotyXbeVGWbTVMjB9yonBhPuGqNSzshpf5odtY6Q,"전에는 방송도 화질좋게 시청할수 있었고, 알림도 잘 와서 좋았는데 어느 순간부터 팔로우 한 채널의 방송이나 영상을 들어가자 재생되지 않고 앱이 종료됩니다.. 이제는 어느 방송을 들어가든 방송이 안들어가지고 앱이 종료되기만 하네요.. 폰의 전원을 다시시작 해봐도, 앱을 지웠다 다시 깔아도 영상을 시청할수 없는건 여전합니다. 고쳐주셨으면 좋겠습니다..",2,34,2.2.0,2024-02-03 14:54:37,,,2.2.0
36,36,ac7d38e6-edbf-4359-8897-95c448cc0359,정,https://play-lh.googleusercontent.com/a-/ALV-UjU7ozu4Gva9TbscHWj-eZ1uhqMjZukIjYgI_heZdiknIlw,난잡하게 쓸데없는 기능은 좀 뺏으면 좋겠습니다.. 이거저거 다 붙이지말고 웹툰이나 뉴스 사전예약은 좀 별개 앱으로 분리하고 그냥 방송 플랫폼으로만 집중해주세요.. 카테고리는 너무 아래 쳐박혀있고 카테고리 팔로우 기능도 없고 관심도 없고 누군지도 모르는 채널 생방송이 맨위에 대문짝만에 걸려있고 인터페이스 라고 해야하나? 위치들이 보기 불편하게 짝이없습니다...검은색이 세련되고 좋다는것도 이해는 갑니다만 그러면 다른앱에 다크모드 라이트 모드는 왜있겠습니까..이용자들이 거의 대부분이 트위치에서 넘어왔을껀데 트위치는 거의 라이트 모드를 사용했기에 그부분도 솔직히 적지않은 진입장벽입니다... 최근소식 기능은 누군지도 모르는 사람들에 뻘글이나 나오고 차단할 기능도 없는데 이게 뭡니까...,2,4,2.3.1,2024-03-03 03:40:12,,,2.3.1
37,37,d3dc3ace-a42a-42ee-8688-5df7273409c2,푸른진격,https://play-lh.googleusercontent.com/a-/ALV-UjUuLKLpiUwoTokYcb6Gn93MN1mS7pGexvRhgyvSw4Wa7ao,새로 생긴 방송 플랫폼 치고는 괜찮지만 문제도 많음 1. 버퍼링 : 와이파이 좋은곳에서 써도 버퍼링 자주 생김. 2. 닉네임 선점 3. 카테고리 팔로우 없음 4. 시청자 낮은순 정렬 기능 없음 5. 태그 기능 없음 번외 : 기존 네이버 게임이랑 합쳐놔서 UI가 번잡함. 게다가 네이버 게임 오리지날 만화들 연재종료 당하는 문제도 생기고 이럴꺼면 앱을 따로 만드는게 나았음.,3,3,2.3.0,2024-02-28 09:58:55,,,2.3.0
38,38,0e286249-1c90-406d-9182-b62bcefd491e,gggoup,https://play-lh.googleusercontent.com/a/ACg8ocI4YoARF3ZOjBTIa8nPCM1Kw_XeJhHuPCO43TJwjEXF=mo,"2월말 즈음부터 영상 옵션버튼을 눌러도 화면만 어두워지고 옵션창이 안 나오는 버그가 있습니다. 다만 꼼수가 있는데, 영상을 일시정지한 상태에서 옵션버튼을 누르고, 폰의 홈화면으로 갔다가 다시 영상을 확대하면 옵션창이 나오네요.",5,1,2.3.1,2024-02-29 22:32:36,,,2.3.1
39,39,8fdfae96-1a2a-4830-81ef-be69eed4fa06,윤현승,https://play-lh.googleusercontent.com/a/ACg8ocIzfMUbJnmt1HYI0PGrmUcFZEaiWPiNm6ZDa1mV-jh-=mo,카테고리 즐겨찾기 기능 너무 필요합니다. 대기업 스트리머만 추천해줄뿐이고 그 외 편의성은 전무합니다. 카테고리 들어가도 검색이 가능한게 아니라 스크롤식으로 내려서 찾아가게끔하고. 지금 치지직이 초기라그런지 이용하기 너무 불편한상태입니다. 트위치에서 유입된 사람들 빠져나가기전에 기능 최대한 넣어야합니다. 제일 바빠야할 때인데..,4,2,2.3.0,2024-02-27 14:55:17,,,2.3.0
40,40,5f0f4bcd-a2aa-40b7-9ef0-acbde346c0d4,훗꾸석탱이,https://play-lh.googleusercontent.com/a-/ALV-UjXM1lhhACkpZqs1C3tWULNzftWhasQoX7fOZ7pWbVWlwA,많은 부분에서 좋아지긴 했지만 아직도 불편함 다시보기 보면은 중간에 동영상 끄면 끈부분부터 다시 재생가능하면 좋겠음 팝업창으로 보면 해상도 구려지는거 고쳐진거 같은데 문제는 팝업우선권이 있는듯 유툽같은거 틀면 치지직이 자꾸 재생됨 멈춰놓고 재생하면 화면이5초에한번씩 깜박여서 신경쓰임 한마디로 치지직 볼때 다른영상 볼려면 그냥 끄고 보고 다시 켜서 채널 찾은후 보고해야함 건너띄기도 5초인건 좀..좋을수도 나쁠수도있음 일단 난 별로임 팔로우 메인화면들어가면 라이브하는 방송 랜던으로해주는건 좋은 그밑에 팔로우채널 오른쪽 상단에 팔로채널만 모아놓은것도 좋음 근데 팔로우밑에 추천이아니라 방송순위아님?방송많이 보는 순서대로 나열한거 같은데...암튼 그건 좀...그밑에 카테고리 그밑에 팔로우채널공지 그밑에 또 추천채널....추천이 두개....그냥 방송순위라고 하던지 아님 그거빼고 내 팔로채널을 보여주는건 어떠신지....아무튼 많이 좋아짐,1,19,2.3.0,2024-02-27 11:13:36,,,2.3.0
41,41,8db525bf-f8c2-49df-9afc-3e41eaf18bdb,전수인,https://play-lh.googleusercontent.com/a/ACg8ocJI7YyiJc_Escf7Rvf4ii2UCs1PpWLRtc8i9Tplx9qp=mo,"1080p 진짜 개 좋지만, 와이파이가 원할한 대도 버퍼링.. 진짜 개빡침 자동도 너무 버퍼링 많음. 진짜 다른 건 괜찮은데.. 버퍼링이 진짜 개 많아서 뭐.. 볼 수도 없음 다시보기, 1080p 이런거 진짜 너무 좋아!!! 근디 와이파이 원할한데 버퍼링 때문에 재생이 안되서 144p로 보는 나... 제발 어떻게 할 수 없나요..?",2,1,2.3.0,2024-02-28 11:24:04,,,2.3.0
42,42,e3dd8bed-63d2-4c1d-ba53-665fd6ef5b69,최예은,https://play-lh.googleusercontent.com/a-/ALV-UjUzi_CHyWJa0GgFUG0bRHJFyEUUgnrWLXRH664zaYUH7Ow,"점점 나아지려고 하는 모습 보기 좋습니다 그런데 후원 부분에서 추가 더 할 점이... 1. 익명 기능 말고도 트위치 처럼 닉네임으로 농담 칠 수있도록 본인이 직접 설정가능한 기능 2. 후원 가격에 따라 달라지는 이미지 기능은 ~원 이상이 아니고 ~원으로 그냥 딱 맞게, 이미지 개수도 늘리시면.... 5개는 솔직히 너무 부족한듯 3. 후원 소리가 좀 많이 구립니다... 직접 넣을 수 있도록 하는게 나을것 같습니다. 돈 관련 서비스는 쏘는 사람이 맛이 있어야 쏘지 않을까 싶어서 이렇게 제안 드립니다! 치지직 파이팅!!",5,2,2.3.1,2024-03-03 11:20:47,,,2.3.1
43,43,855c3a8d-bc58-48a6-82d7-716c58d8d0fb,장승현,https://play-lh.googleusercontent.com/a/ACg8ocLr-wI2elly4-nhRQBKyxghmBIvGwaJDgkcApPgPdI=mo,"모바일 어플 기준입니다. 1. Lg g8 thinQ 기종 간헐적 버퍼가 너무 심합니다. 평소에는 멀쩡하다가 한번 버퍼가 걸리기 시작하면 몇시간 동안 버퍼가 지속됩니다. 사용자가 많지 않은 새벽이나 아침시간에도 버퍼가 생깁니다. 2. Live 방송을 팔로워들 중심으로 화면 좀 띄워주세요. 프로필에만 불이 들어와있어서 방송이 켜진건지 확인도 어렵고, 내가 좋아하는 스트리머가 무슨 방송을 하고 있는지 알기가 너무 어렵습니다. 3. 보기 싫은 스트리머 차단&앱 최상단에 안뜨게 해주세요. 굉장히 불쾌합니다. 4. 간헐적으로 방송을 킬때 핸드폰이 다른 기능들이 멈춰버립니다. 다른 작동은 인식이 안돼고 방송만 나옵니다. Lg g8 thinQ의 기종 문제인지까지는 모르겠습니다만, 다른 어플들은 문제없는걸 보면 치지직어플과의 문제인것같습니다.",4,19,2.1.1,2024-01-22 04:50:55,,,2.1.1
44,44,848d7122-30e3-499c-abc4-7ac58e10eef6,큐로끄,https://play-lh.googleusercontent.com/a-/ALV-UjXS35oSBiUG9xhVl6TgISqlW98L-puyedMrrAJ3XgPBcC4,출시 초기임에도 불구하고 사용이 편리하여 잘 사용하고 있으나 건의할 사항이 있습니다! 1. 최근 치지직으로 건너온 스트리머들이 일반 유저에게 닉네임을 뺏기는 경우가 꽤나 많습니다. 따라서 사칭 신고 시스템을 만들어 처벌 및 닉네임 회수를 해야 마땅하다고 생각합니다 (혹은 중복닉네임을 가능하게 설정하고 인증마크) 2. 왜인지 모르겠지만 쾌적한 와이파이 환경에서도 퍼버링이 꽤나 자주 생깁니다,4,237,2.2.3,2024-02-23 17:09:16,,,2.2.3
45,45,7724acde-f59d-430d-a2e6-ed6d00e54d8f,동인김,https://play-lh.googleusercontent.com/a/ACg8ocLqavOmlPQoyzkkFBgZzHw-9xaescfoQao2Po8ecpJL=mo,다 좋은데 모바일에서 전체화면으로 보면 꽉찬화면을 해도 양옆만 채워지고 위는 가로로 비어있고 그거 때문에 위에 가로로 화면이 잘리고 밑 화면도 밀려서 잘려보이고 비율이 안 맞아요 고쳐주세요 모바일로 보는 게 너무너무 진짜 불편합니다. 제발 해결해 주세요. 그리고 프레임이 낮은 건지 트위치에선 안 그랬는데 치지직에선 화질은 좋은데 뚝뚝 끊기는 느낌이 듭니다.,1,47,2.0.1,2023-12-20 04:49:41,,,2.0.1
46,46,a830fdb5-b76c-49c1-b6f8-798678a51b87,쓰딸라,https://play-lh.googleusercontent.com/a-/ALV-UjXmRDmiaDnRfZEc5ZeCUN5-eAk7_OII9aYiBNX5HvT-Frk,딴건 아직 잘 모르겠고 메인화면에 추천보다는 방송중인 팔로잉 스트리머가 위에 떠야되는거 아닐까요(이건 수정되긴했네요. 하지만 미리보기나 다시보기도 같이 올라와야할거같습니다. 관심도 없는 추천항목은 보고싶지 않아서요) 다시보기도 시청을 중단한 부분부터 재생이 되어야할것같네요 그리고 영상스킵도 5초가 기본으로 되어있는데 적어도 10초는 되어야 할것같습니다 아니면 설정으로 변경할수있게 해두든지요,2,74,2.2.2,2024-02-07 06:45:02,,,2.2.2
47,47,fc965abb-29cd-4018-9a5b-ad044d22b02e,고현규,https://play-lh.googleusercontent.com/a/ACg8ocKvWkcWNBrdY2H1jz6uKr0Zdo3pXMO4U_9Xdq7VO8aB=mo,"홈화면 가로모드지원&버즈등 무선이어폰과 연동문제(예, 1. 무선이어폰을 뺏을 시 화면일시정지 안되고 스마트폰 스피커로 바로 전환돼버림. 2. 버즈 터치컨트롤로 재생관련 컨트롤이 안됨 등.) 해결이 필요해보입니다.",3,1,2.3.1,2024-03-07 09:27:07,,,2.3.1
48,48,5fdd9cb3-6fe4-4748-bef8-661c815e7478,호우,https://play-lh.googleusercontent.com/a/ACg8ocLlw7LjABHGNLQF8XTG8raPCz7yTXgbSmJ65DPhdma7=mo,2가지 요청드립니다. 1번은 치지직 앱에서 방송을 시청하다가 뒤로가기를 눌러 치지직 메인화면으로 나오면 앱자체 pip가 아닌 안드로이드 시스템 pip가 적용되어 매우 불편합니다. 다른 앱으로 동시에 영상을 pip로 보고있으면 다른 앱 영상이 자동으로 꺼집니다. 유튜브 트위치 아프리카 모두 방송 시청중에 앱 메인화면으로 나오면 앱자체 pip가 적용됩니다. 2번은 태블릿 가로모드시 메인화면 구성을 pc브라우저에서 접속할때와 동일하게 만들어주세요. 지금 태블릿 가로 메인화면은 사실상 핸드폰 버전을 가로 회전한거에 불과합니다. 가로로 넓은화면을 전혀 사용하지 못하고있어요.,3,22,2.0.4.1,2024-01-04 13:26:32,,,2.0.4.1
49,49,c91342b7-7547-48b6-8189-e500eccbacd6,Sopher,https://play-lh.googleusercontent.com/a-/ALV-UjULPSNwKEMihQjJ_5KamfqhWuxIKXGTYyyACfjje2BVPzw,개발자님. 제발 영상 켜 있는 상태에서 앱 종료하면 pip안되게 해줘요. 트위치 앱처럼요. 그냥 뒤로 가기만 눌러도 앱 자체가 꺼지는 트위치 앱과는 다르게 왜 치지직은 앱 종료했는데도 pip 영상으로 전환되는거에요;; 끄려면 두번 누르는 수고가 필요하잖아요... 트위치 앱처럼 모바일 홈버튼 누르면 pip 지속되고 그냥 뒤로가기 누르면 앱 종료되게 해줘요. 가뜩이나 트위치 망해서 빡치는데,2,6,2.3.0,2024-02-26 13:48:27,,,2.3.0
50,50,972cf6b6-b79d-48ca-87be-83dbdd056e7d,임재영,https://play-lh.googleusercontent.com/a-/ALV-UjVbG67vnydrUGWJ-jTnetVwKmTR_cGhSGDDL9YrqyKVqus,개선사항이 많이 남았다고 느껴지기더 하니만 상당히 잘 만들어졌다고도 생각합니다. 그중에서 빠르게 개선이되야 한다고 생각하는부분은 추천목록이 팔로잉 목록보다 먼저 떠서 찾기가 불편하다는것 과 팔로잉 목록이 방송중일때 방송이 노출되는 형식이 아닌 채널로고에 라이브 표시만되어 방송중이지 구분하는게 불편한부분은 빠르게 개선되야 한다고 생각하는 부분입니다.,4,4,2.0.3,2023-12-23 20:42:10,,,2.0.3
51,51,3e749b82-1d22-4d28-871b-787f863a6446,알파카,https://play-lh.googleusercontent.com/a-/ALV-UjXRyfYQZINEqKRuHu9BKIYczPSKscv3sDS7bLJsp8GAQg,"1. 시작하자마자 팔로잉 채널이 보였으면 좋겠습니다. 2. 방송화면을 작은 화면으로 내렸을때, 클릭 한 번만으로 혹은 드래그로 보던 방송화면이 다시 채워지도록 바뀌면 좋겠습니다. 3. 좌우 밝기와 소리 조절 범위를 줄여주세요. 너무 넓어요. 4. 다른 음악 재생 앱 or 영상 팝업창이 켜진 상태로 앱을 실행할때 음악 재생 앱이랑 다른 영상이 멈추는 현상 없애주세요. 방송을 시청하지 않더라도 멈추는건 불편합니다.",3,4,2.0.1,2023-12-20 09:26:23,,,2.0.1
52,52,f4790f22-70fe-4785-a7cd-736aa898ac0c,mm,https://play-lh.googleusercontent.com/a-/ALV-UjWPdbPp9dGGvhs65t7Z1RH7k7GGc-Jbb6kdxczT1BppDgg,베타 치고는 화질도 ui이 편의성도 좋고 실시간 수정 반영되는게 좋습니다. 근데 라이브 스트리밍이 길면 다시보기 업뎃 오래걸리고 1080재생 안되는거랑 버퍼링 문제는 정식 출시 후 안정화되면 괜찮아지나요? 1080재생시 버퍼링 심해서 720으로 낮춰봐도 버퍼링이 발생하니.. 같은 환경에서 유튜브는 1080 재생해도 끊김없이 재생되는데 라이브 스트리밍은 720도 버퍼링이 생기니까 방송 보기가 좀 꺼려집니다. 빨리 개선되면 좋겠어요.,4,3,2.0.1,2023-12-20 07:10:23,,,2.0.1
53,53,c22a7d79-cfe9-41f4-bc0c-c3c14d56fd64,김가오리,https://play-lh.googleusercontent.com/a-/ALV-UjUuLGPcb1Ld6Q82idz0q9JX7ucAbzDFfD9okqTP4Fwodg,이제 막 생긴 앱이고 앞으로 많이 발전하겠지만 아직 불편한 점이 조금 있습니다. 근데 제가 생각하는건 수위 규정이 너무 빡센거 같다는점... 딴거 다필요 없슴다. 수위 규정 조금만이라도 넓혀주시면 어떨지...ㅠ 뭐 이건 개인적인 바람이고 앞으로 발전할 치지직 기대합니다.,4,0,2.3.0,2024-02-26 16:30:29,,,2.3.0
54,54,07b00d53-6016-42bd-8700-284d28a12c82,정수빈,https://play-lh.googleusercontent.com/a/ACg8ocLFgzoQHaEEIe4DyT_dYsDACo0BSE0JQAZO_X9s1ahS=mo,"일단 화질이 좋아진 점에 대해선 좋습니다. 깔끔하게도 보이고요. 하지만 불편한 점이 있다면 1. 19제한이 걸렸을 때, 썸네일에 뭘 하는지 보였으면 합니다. 그리고 가끔씩 제한이 걸릴만한 게 아닌데도, 걸려있는 경우가 있습니다. 그런 점 개선 부탁드리고, 2. 다른 앱을 켰을 때, 라디오처럼 들리는 경우가 있습니다. 3. 채팅을 좀 눈에 띄게 바꿔주시면 좋겠습니다. 4. 홈 화면에 광고가 뜨는데, 왜 웹툰이 광고로 뜨는지 모르겠습니다. 5. 방송을 시청할 때, 포인트 같은것, 지속적으로 시청할 때 보너스? 같을 것도 생겼으면 합니다. 이렇게 말한 것들을 고쳐주시면 감사하겠습니다.",2,53,2.2.3,2024-02-21 13:30:42,,,2.2.3
55,55,b1e93382-1674-4062-bd23-f41fd8c23b00,박소연,https://play-lh.googleusercontent.com/a/ACg8ocIFCXiFmqFFTf1Qr7z6B_RU01QYAD0iHzff9BJxtn2J=mo,"화질좋은거 너무 좋아요. 다만 처음 들어갔을 때 뜨는 창에 이것저것 너무 많아서 복잡합니다. 맨 위에 시청자 수 많은 채널 띄우는것보다 팔로잉 채널 영상과 비슷한 류의 채널등, 사용자가 더 많이 찾아보는 영상을 띄우는 게 더 좋을 거 같아요. 종종 보기 싫은 류의 채널이 뜨는데, 들어가자마자 나오는게 좀 별로였어요. 새소식은 팔로잉 채널이 아니면 안뜨면 좋겠어요. 추천채널은 나중에 바뀌겠지만 보지도 않는 류의 채널 말고 보는 것과 비슷한 류로 뜨면 좋겠어요. 그 밖은 괜찮아요.",4,6,2.2.3,2024-02-26 15:03:55,,,2.2.3
56,56,bc1cf105-538a-47a1-a16f-72171aeab32c,롤스시롤케익,https://play-lh.googleusercontent.com/a/ACg8ocJPN4A_88pc8OxcCnnfUN-UNSXJd52HlwJP8QtDT1jl=mo,1.팔로우중인 채널도 방제랑 하고 있는 게임 바로 볼 수 있게 해주세요 직접 들어가야 볼수 있는데 그마저도 광고때문에 바로 못보고 5초 기다린 후에 볼수있는게 너무 불편합니다 2.영상 좌상단 내리면 화면 어두워지는거 넘 불편합니다. 유튜브 트위치에 익숙해져서 그런지 좌상단 내리면 영상이 축소형으로 내려갈것을 기대하는데 실제로 그렇지 않아서 넘 불편합니다 쓰다보면 적응하겠지 싶었는데 아직도 적응이 안된걸보면 불편한게 맞는것 같아요,3,4,2.1.1,2024-02-18 03:34:37,,,2.1.1
57,57,3e9db682-8d89-4323-8718-2f9939bbd663,독사과 (독사과),https://play-lh.googleusercontent.com/a-/ALV-UjUTO0DdVy69BZXlODYdtuymam0MlRa8ZKFMmHIuWJ_9sCY,크롬캐스트로 전송하면 제대로 제어가 안되고 소리를 조작할수 없고 휴대폰 알림창에 제대로 표시가 안되며 시작할때 버퍼링이 심하고 일반적으로 재생할때 비해서 10초이상 딜레이가 발생합니다 그리고 pip모드 안하면 뒤로가서 타방송을 확인조차 할수없고 크롬캐스트에 연결된 상태라면 연결이 끊겨버립니다 제발 트위치어플을 참고해서 수정해주세요 제보해도 영상이나 사진첨부안하면 우린몰라라고 하는데 직접 테스트를 해보세요 그냥 스트리밍어플에 전혀 관심없는 사람들이 대충 성과내기용으로 만드는거 같아요 요즘은 어플 개선도 안되고 홍보만 하기 바쁘네요 대충 만들어놓은집은 금방 무너집니다,1,31,2.2.3,2024-02-13 13:49:03,,,2.2.3
58,58,dc2f5d24-5bc6-4384-93d2-9dcc93601d1f,수박,https://play-lh.googleusercontent.com/a/ACg8ocLDRfWXIGlh-f2wMp8p6uzk4dG_R9H9g9GwUO3wyPyt=mo,신기하게 pc가 폰보다 훨씬빠름 분명 같은 앱으로 하는데도 그리고 폰으로 방송킨상태에서 다른것도 좀 할려고 홈버튼누를때마다 화면이 잠깐 치지직 홈화면에 휴대폰 홈화면이 겹치고 사라지는데 좀 소소해도 불쾌하긴하다 이거임 그리고 렉이 간간히 걸림 참고로 s24라 절대 폰 자체 문제가 아닌 앱의문제 만약 특정폰은 호환이 쉣이다? 그래도 앱이 문제인게 호환성이 그만큼 떨어진다는게 반증이되는거지,3,1,2.2.3,2024-02-18 19:45:43,,,2.2.3
